loss:0.007478983821019938, accuracy:0.9972057342529297, recall:0.9870195388793945, precision:0.9871930480003357
loss:0.0066886085865189675, accuracy:0.9977021813392639, recall:0.989960789680481, precision:0.9901806712150574
loss:0.004111845262850693, accuracy:0.99853515625, recall:0.9930415749549866, precision:0.9943066835403442
loss:0.004833617798813066, accuracy:0.9985256791114807, recall:0.9947842955589294, precision:0.992744505405426
loss:0.005506227237674466, accuracy:0.9979580640792847, recall:0.9908105731010437, precision:0.9907374382019043
loss:0.008093333465512841, accuracy:0.9973725080490112, recall:0.9875925183296204, precision:0.988498866558075
loss:0.006176618621248053, accuracy:0.9973524808883667, recall:0.9881837964057922, precision:0.9890183210372925
loss:0.00620562588552275, accuracy:0.9978219866752625, recall:0.9906191229820251, precision:0.9900569915771484
loss:0.00553927351053062, accuracy:0.997900664806366, recall:0.9910909533500671, precision:0.9910287261009216
loss:0.006461255388048812, accuracy:0.9975576400756836, recall:0.9884145259857178, precision:0.9906851649284363
loss:0.005667559751727822, accuracy:0.9982061386108398, recall:0.9921295642852783, precision:0.9925518035888672
loss:0.008053316870864365, accuracy:0.9972338676452637, recall:0.9881669282913208, precision:0.9863370060920715
loss:0.006157933385084107, accuracy:0.9978554844856262, recall:0.9903504252433777, precision:0.9908597469329834
loss:0.005312221016820331, accuracy:0.9980616569519043, recall:0.9905835390090942, precision:0.9912880659103394
loss:0.005558351793779366, accuracy:0.9982333183288574, recall:0.9930543303489685, precision:0.9922599792480469
loss:0.0046585548429084155, accuracy:0.9985923767089844, recall:0.9934744834899902, precision:0.9944126605987549
loss:0.00614065824132922, accuracy:0.9980133771896362, recall:0.9923762083053589, precision:0.9895135760307312
loss:0.004686850589996539, accuracy:0.9984177947044373, recall:0.993194043636322, precision:0.9924979209899902
loss:0.005291365481634784, accuracy:0.9981386065483093, recall:0.9922688007354736, precision:0.9918518662452698
loss:0.007248194957373926, accuracy:0.9975088238716125, recall:0.9892261028289795, precision:0.9882222414016724
loss:0.006122996919489196, accuracy:0.9974891543388367, recall:0.9884270429611206, precision:0.9897982478141785
loss:0.005953127856009814, accuracy:0.9976887106895447, recall:0.9910409450531006, precision:0.9907689690589905
loss:0.006633557707118598, accuracy:0.997843325138092, recall:0.9913183450698853, precision:0.9893022179603577
loss:0.0046454229329356165, accuracy:0.9985372424125671, recall:0.9938046336174011, precision:0.993386447429657
loss:0.005203032899353275, accuracy:0.9981997609138489, recall:0.992203414440155, precision:0.9919756650924683
loss:0.006329735996732779, accuracy:0.9977275729179382, recall:0.9904569983482361, precision:0.988993227481842
loss:0.005439887718980571, accuracy:0.997705340385437, recall:0.9897708892822266, precision:0.9891180396080017
loss:0.004609242967271712, accuracy:0.9984521865844727, recall:0.9934112429618835, precision:0.9930745363235474
loss:0.004682558113563573, accuracy:0.9985188245773315, recall:0.9935837388038635, precision:0.9931569695472717
loss:0.004748850981168289, accuracy:0.9982692003250122, recall:0.9925868511199951, precision:0.9919143319129944
loss:0.005299170090247571, accuracy:0.9982355833053589, recall:0.9913911819458008, precision:0.9928867816925049
loss:0.004579540765398633, accuracy:0.9983274340629578, recall:0.9934812784194946, precision:0.9917996525764465
loss:0.005295523927643444, accuracy:0.9983119964599609, recall:0.9931250810623169, precision:0.9915391206741333
loss:0.008422303120551079, accuracy:0.997177004814148, recall:0.9879670739173889, precision:0.9882356524467468
loss:0.006167998719338357, accuracy:0.9977142214775085, recall:0.9901456236839294, precision:0.9899742007255554
loss:0.005109395903446057, accuracy:0.99812251329422, recall:0.9916837811470032, precision:0.991237998008728
loss:0.006722110606378919, accuracy:0.9977344870567322, recall:0.989640474319458, precision:0.9907283782958984
loss:0.00653540458801217, accuracy:0.9974763989448547, recall:0.9891310930252075, precision:0.9892228245735168
loss:0.007531270690633391, accuracy:0.997736930847168, recall:0.989933431148529, precision:0.9892973899841309
loss:0.006676284663844853, accuracy:0.9971368312835693, recall:0.9864690899848938, precision:0.9887728095054626
loss:0.005940243743157225, accuracy:0.997839093208313, recall:0.9907968640327454, precision:0.9904022812843323
loss:0.006104786671967304, accuracy:0.9978298544883728, recall:0.9901818037033081, precision:0.9902244210243225
loss:0.006421813679307889, accuracy:0.997698962688446, recall:0.9890363216400146, precision:0.989937961101532
loss:0.003964286261552843, accuracy:0.9984658360481262, recall:0.9925343990325928, precision:0.9940357804298401
loss:0.004968239639911189, accuracy:0.9980718493461609, recall:0.9923791289329529, precision:0.9903923869132996
loss:0.007129686894318183, accuracy:0.9972598552703857, recall:0.9887531995773315, precision:0.9882025122642517
loss:0.005924192683132787, accuracy:0.9977801442146301, recall:0.9903332591056824, precision:0.9903897047042847
loss:0.006309188704317421, accuracy:0.9981318712234497, recall:0.9920551776885986, precision:0.9917270541191101
loss:0.00517277697775171, accuracy:0.9980486631393433, recall:0.9914065599441528, precision:0.9903453588485718
loss:0.005208913092255898, accuracy:0.9982511401176453, recall:0.993122935295105, precision:0.991756796836853
loss:0.006924032973547583, accuracy:0.9977994561195374, recall:0.990431547164917, precision:0.9901379346847534
loss:0.006385147606233659, accuracy:0.9977611899375916, recall:0.9907209277153015, precision:0.9887805581092834
loss:0.00463380413260893, accuracy:0.9984503984451294, recall:0.9941388368606567, precision:0.9927712678909302
loss:0.005936976047596545, accuracy:0.9981377720832825, recall:0.9914876222610474, precision:0.9910076856613159
loss:0.005905068073207076, accuracy:0.9978015422821045, recall:0.9907020330429077, precision:0.9902318120002747
loss:0.006448575076301494, accuracy:0.9977608323097229, recall:0.9904047846794128, precision:0.9893996715545654
loss:0.0057214876887746865, accuracy:0.9980673789978027, recall:0.9931153059005737, precision:0.9906448125839233
loss:0.005607774820900886, accuracy:0.9981188774108887, recall:0.9925248026847839, precision:0.9911745190620422
loss:0.004401120249794986, accuracy:0.9984027147293091, recall:0.9934718608856201, precision:0.9925755858421326
loss:0.005718295229567048, accuracy:0.9977248311042786, recall:0.990059494972229, precision:0.9890690445899963
loss:0.004973855678063046, accuracy:0.9981387853622437, recall:0.9920130968093872, precision:0.9915990829467773
loss:0.004812113177085848, accuracy:0.9982008934020996, recall:0.9909391403198242, precision:0.9919185638427734
loss:0.00734369211027115, accuracy:0.99687260389328, recall:0.9870094060897827, precision:0.9860607981681824
loss:0.005877776782808724, accuracy:0.9979981780052185, recall:0.9898248314857483, precision:0.9920297861099243
loss:0.00664268774354241, accuracy:0.9977625012397766, recall:0.9911128878593445, precision:0.9896341562271118
loss:0.005592742120315961, accuracy:0.9983341097831726, recall:0.9930057525634766, precision:0.9924178123474121
loss:0.009251943320869031, accuracy:0.9970033764839172, recall:0.988495945930481, precision:0.986032247543335
loss:0.004955928336512443, accuracy:0.9982765913009644, recall:0.992445170879364, precision:0.9923676252365112
loss:0.006296389914041356, accuracy:0.9983128309249878, recall:0.9924007058143616, precision:0.9924268126487732
loss:0.0034086868084068555, accuracy:0.9987465739250183, recall:0.9946244359016418, precision:0.9945471882820129
loss:0.005969614708101289, accuracy:0.9979077577590942, recall:0.9917491674423218, precision:0.9895030856132507
loss:0.00592116392814205, accuracy:0.9978896379470825, recall:0.9904468059539795, precision:0.9915557503700256
loss:0.005749188396257523, accuracy:0.9979261755943298, recall:0.9919127225875854, precision:0.990784764289856
loss:0.006082563855034096, accuracy:0.9976077675819397, recall:0.9896618723869324, precision:0.9886081218719482
loss:0.007332382465601767, accuracy:0.997380256652832, recall:0.988961398601532, precision:0.9878102540969849
loss:0.0050393465183969964, accuracy:0.9983619451522827, recall:0.9929304122924805, precision:0.9929554462432861
loss:0.005757571000567623, accuracy:0.9979286789894104, recall:0.9904499650001526, precision:0.9912305474281311
loss:0.005682680148947838, accuracy:0.99848872423172, recall:0.9938687086105347, precision:0.9930508732795715
loss:0.006221379541111674, accuracy:0.997674286365509, recall:0.9908390641212463, precision:0.9898392558097839
loss:0.00611109666459015, accuracy:0.9976257085800171, recall:0.9898600578308105, precision:0.9895690679550171
loss:0.00619563870381171, accuracy:0.9978594183921814, recall:0.9900926947593689, precision:0.9908595681190491
loss:0.00467331792373443, accuracy:0.9983728528022766, recall:0.9938904643058777, precision:0.9919031858444214
loss:0.005957688683829474, accuracy:0.9981492161750793, recall:0.9918492436408997, precision:0.9915115237236023
loss:0.005413338141943313, accuracy:0.9982113242149353, recall:0.9916664958000183, precision:0.9922025203704834
loss:0.00680965231481423, accuracy:0.997465193271637, recall:0.9888878464698792, precision:0.9891437888145447
loss:0.006687759493279373, accuracy:0.9979445934295654, recall:0.9914022088050842, precision:0.9910091757774353
loss:0.007666161865236063, accuracy:0.9972598552703857, recall:0.9883289933204651, precision:0.9876522421836853
loss:0.007523264854880835, accuracy:0.9975594878196716, recall:0.9892772436141968, precision:0.9902593493461609
loss:0.007915395962481853, accuracy:0.9972476959228516, recall:0.988065779209137, precision:0.9864510893821716
loss:0.005064131505123442, accuracy:0.9983780980110168, recall:0.9934056401252747, precision:0.992053210735321
loss:0.004468073777616155, accuracy:0.9984940886497498, recall:0.9934995174407959, precision:0.993952751159668
loss:0.006091662222488594, accuracy:0.99800044298172, recall:0.9915447235107422, precision:0.9911114573478699
loss:0.005882574612605822, accuracy:0.9980505704879761, recall:0.991584837436676, precision:0.990558922290802
loss:0.006704500359519443, accuracy:0.9979054927825928, recall:0.9915035963058472, precision:0.9900041222572327
loss:0.004841631994895579, accuracy:0.998418927192688, recall:0.9936785101890564, precision:0.9923211336135864
loss:0.00730835825504073, accuracy:0.9970191717147827, recall:0.987406849861145, precision:0.9860905408859253
loss:0.005663705623501301, accuracy:0.998091459274292, recall:0.9910658001899719, precision:0.9913972020149231
loss:0.0060586609164420225, accuracy:0.9977219700813293, recall:0.9895121455192566, precision:0.990594744682312
loss:0.00603509862183273, accuracy:0.9977460503578186, recall:0.9907352924346924, precision:0.989045262336731
loss:0.0060332880126134115, accuracy:0.9981317520141602, recall:0.9932868480682373, precision:0.9909541606903076
loss:0.004028451982976549, accuracy:0.9985654950141907, recall:0.9943399429321289, precision:0.9928292036056519
loss:0.007413335968210504, accuracy:0.99698805809021, recall:0.986773669719696, precision:0.9861986041069031
loss:0.006146414655104309, accuracy:0.9979861378669739, recall:0.992160975933075, precision:0.989946722984314
loss:0.005122429009716143, accuracy:0.9980626702308655, recall:0.9916638731956482, precision:0.991290271282196
loss:0.004356222161259211, accuracy:0.9986169338226318, recall:0.9944461584091187, precision:0.9927900433540344
loss:0.006982747129150084, accuracy:0.9978041052818298, recall:0.9910430908203125, precision:0.9904102683067322
loss:0.006223878047603648, accuracy:0.9976183772087097, recall:0.9884655475616455, precision:0.9912430644035339
loss:0.006029305968222615, accuracy:0.9976781010627747, recall:0.9898377060890198, precision:0.989705502986908
loss:0.00638100135734021, accuracy:0.9979504942893982, recall:0.9918601512908936, precision:0.9893265962600708
loss:0.006310188303568793, accuracy:0.9978457689285278, recall:0.9908084869384766, precision:0.9905022978782654
loss:0.00519850122364005, accuracy:0.9982545971870422, recall:0.9908111095428467, precision:0.9927325248718262
loss:0.004445394165395555, accuracy:0.9984148144721985, recall:0.9936096668243408, precision:0.9930276870727539
loss:0.006563015611791343, accuracy:0.9979490637779236, recall:0.9918621778488159, precision:0.9906946420669556
loss:0.00653112796941059, accuracy:0.9976060390472412, recall:0.9894630312919617, precision:0.989007294178009
loss:0.004891980911324935, accuracy:0.9984023571014404, recall:0.9928747415542603, precision:0.9933521151542664
loss:0.004592105956953673, accuracy:0.9983881115913391, recall:0.9929298162460327, precision:0.992967963218689
loss:0.006059238631351036, accuracy:0.9979491829872131, recall:0.9923011064529419, precision:0.9902378916740417
loss:0.006021249114310194, accuracy:0.9981690049171448, recall:0.9923112392425537, precision:0.9921351671218872
loss:0.005833902860540547, accuracy:0.9979709982872009, recall:0.9922027587890625, precision:0.9910321831703186
loss:0.004394993429414172, accuracy:0.99839848279953, recall:0.9934470653533936, precision:0.9925872087478638
loss:0.004859978362928814, accuracy:0.9982842206954956, recall:0.9929724931716919, precision:0.9916436672210693
loss:0.005277571012420594, accuracy:0.998090922832489, recall:0.9924340844154358, precision:0.991025447845459
loss:0.007893927067925688, accuracy:0.9977673888206482, recall:0.99103844165802, precision:0.989160418510437
loss:0.006710613716641092, accuracy:0.9981516599655151, recall:0.992732584476471, precision:0.9911805391311646
loss:0.00736864548792255, accuracy:0.9975289702415466, recall:0.9892069101333618, precision:0.9894071817398071
loss:0.005921196551098546, accuracy:0.9980553984642029, recall:0.9918621778488159, precision:0.9918347597122192
loss:0.005987198202583386, accuracy:0.9976384043693542, recall:0.9903544187545776, precision:0.9904701709747314
loss:0.007891781561174866, accuracy:0.9976729154586792, recall:0.9893779754638672, precision:0.9898799657821655
loss:0.004808983765597077, accuracy:0.9979979991912842, recall:0.991511881351471, precision:0.9911067485809326
loss:0.004016323475225363, accuracy:0.998626708984375, recall:0.9941826462745667, precision:0.9935134053230286
loss:0.005809964239051624, accuracy:0.9975859522819519, recall:0.9885613918304443, precision:0.9889797568321228
loss:0.005390018467023765, accuracy:0.9979742169380188, recall:0.9915865063667297, precision:0.9908879399299622
loss:0.006531742805836984, accuracy:0.9977861046791077, recall:0.9895562529563904, precision:0.9903614521026611
loss:0.0053388056537187365, accuracy:0.9978442192077637, recall:0.9911153316497803, precision:0.9897783398628235
loss:0.0051211206856169155, accuracy:0.998091995716095, recall:0.9913488030433655, precision:0.9919785261154175
loss:0.006560016693747457, accuracy:0.9977830052375793, recall:0.9906643629074097, precision:0.9905216097831726
loss:0.0064309807811514475, accuracy:0.9976630210876465, recall:0.9899513125419617, precision:0.9890029430389404
loss:0.005227614164168699, accuracy:0.9979844689369202, recall:0.9909206032752991, precision:0.9911502003669739
loss:0.006553684566351876, accuracy:0.9978464841842651, recall:0.9916374087333679, precision:0.9897527694702148
loss:0.006530910603705706, accuracy:0.9976144433021545, recall:0.9893777966499329, precision:0.9907059073448181
loss:0.006399513527667295, accuracy:0.9975829720497131, recall:0.989726722240448, precision:0.9881020784378052
loss:0.006962216119327422, accuracy:0.9976375102996826, recall:0.990574300289154, precision:0.9898819327354431
loss:0.006735599466746862, accuracy:0.9978918433189392, recall:0.9909948706626892, precision:0.9909989237785339
loss:0.00576840418604661, accuracy:0.9976186156272888, recall:0.9905701875686646, precision:0.9897610545158386
loss:0.006470439170834652, accuracy:0.9974161386489868, recall:0.9877034425735474, precision:0.9888345003128052
loss:0.004871178991897977, accuracy:0.9986684322357178, recall:0.9945086240768433, precision:0.9937095642089844
loss:0.0051075130944173, accuracy:0.9981929659843445, recall:0.992408037185669, precision:0.991880476474762
loss:0.0062730355726489506, accuracy:0.997715413570404, recall:0.9906301498413086, precision:0.9891263842582703
loss:0.005390578768801788, accuracy:0.9981552958488464, recall:0.9932557940483093, precision:0.9911788105964661
loss:0.006151887239293501, accuracy:0.9977667927742004, recall:0.9903916120529175, precision:0.9900864958763123
loss:0.005847092698122652, accuracy:0.9980670809745789, recall:0.9913424253463745, precision:0.9916045665740967
loss:0.005487460757581175, accuracy:0.997913122177124, recall:0.9921595454216003, precision:0.9899415969848633
loss:0.005183996017981371, accuracy:0.9981562495231628, recall:0.9913017749786377, precision:0.9919456243515015
loss:0.005498175789844026, accuracy:0.9975252151489258, recall:0.9888474345207214, precision:0.9897546768188477
loss:0.004687428474344415, accuracy:0.9985474348068237, recall:0.9937608242034912, precision:0.9930415749549866
loss:0.006311010923363938, accuracy:0.9977973699569702, recall:0.990539014339447, precision:0.9911414980888367
loss:0.005816824422381615, accuracy:0.9980503916740417, recall:0.9907500743865967, precision:0.991836667060852
loss:0.006187316643681697, accuracy:0.9977578520774841, recall:0.9902821183204651, precision:0.9896141886711121
loss:0.00639237202325603, accuracy:0.9979362487792969, recall:0.9921213984489441, precision:0.9905096888542175
loss:0.004786596741214452, accuracy:0.9983330965042114, recall:0.9930728673934937, precision:0.9929801821708679
loss:0.005137885238673335, accuracy:0.9983984231948853, recall:0.9931692481040955, precision:0.9924501776695251
loss:0.0038346760132662895, accuracy:0.9987755417823792, recall:0.9952806830406189, precision:0.9940120577812195
loss:0.005540262485774292, accuracy:0.9979671835899353, recall:0.9915827512741089, precision:0.9919412136077881
loss:0.005598348802341207, accuracy:0.9977982640266418, recall:0.9898914694786072, precision:0.9900025129318237
loss:0.006127625915205499, accuracy:0.9980487823486328, recall:0.9917643666267395, precision:0.9920111894607544
loss:0.0055824379062505616, accuracy:0.9981639385223389, recall:0.9918677806854248, precision:0.9921365976333618
loss:0.005179621510415018, accuracy:0.9983012080192566, recall:0.9925511479377747, precision:0.9931044578552246
loss:0.004628568811640434, accuracy:0.9983037114143372, recall:0.9923968315124512, precision:0.992379903793335
loss:0.005448553693422582, accuracy:0.9981353282928467, recall:0.9913763403892517, precision:0.9921724200248718
loss:0.006952366479936245, accuracy:0.997827410697937, recall:0.9908841252326965, precision:0.9905311465263367
loss:0.004967732798795623, accuracy:0.9981115460395813, recall:0.9915985465049744, precision:0.9922209978103638
loss:0.0055523008070213105, accuracy:0.9982007145881653, recall:0.9920547008514404, precision:0.9916576743125916
loss:0.005744964045234156, accuracy:0.9977945685386658, recall:0.9910585284233093, precision:0.9894371628761292
loss:0.00613728596042165, accuracy:0.997613251209259, recall:0.9893407225608826, precision:0.9898737072944641
loss:0.0050486695087238334, accuracy:0.9981526136398315, recall:0.9921425580978394, precision:0.9923004508018494
loss:0.005593677222650513, accuracy:0.9978336691856384, recall:0.9906632900238037, precision:0.9902055263519287
loss:0.004741981150446008, accuracy:0.9983025789260864, recall:0.9936262369155884, precision:0.991798460483551
loss:0.006314341479619543, accuracy:0.997765302658081, recall:0.9888248443603516, precision:0.9898203015327454
loss:0.005514319370504382, accuracy:0.9979903697967529, recall:0.9918276071548462, precision:0.9905094504356384
loss:0.00392834091981058, accuracy:0.9986967444419861, recall:0.9942206144332886, precision:0.9941200613975525
loss:0.005416699231664097, accuracy:0.9981610178947449, recall:0.9919072389602661, precision:0.9921722412109375
loss:0.007447974108208655, accuracy:0.9975659847259521, recall:0.9894624352455139, precision:0.9885923266410828
loss:0.006857432204687939, accuracy:0.9975358247756958, recall:0.9892808794975281, precision:0.9890649914741516
loss:0.005426912962484494, accuracy:0.9980179667472839, recall:0.9908560514450073, precision:0.9913548231124878
loss:0.005409279446184883, accuracy:0.9980286955833435, recall:0.9918970465660095, precision:0.9902033805847168
loss:0.005158492432410639, accuracy:0.9979508519172668, recall:0.9910634160041809, precision:0.9906534552574158
loss:0.003918331492686775, accuracy:0.9985584020614624, recall:0.9936071038246155, precision:0.9937540292739868
loss:0.0058628504766420515, accuracy:0.9979436993598938, recall:0.9915451407432556, precision:0.9911066889762878
loss:0.005104228011077794, accuracy:0.9982200264930725, recall:0.9921391606330872, precision:0.9913439750671387
loss:0.005537008639403211, accuracy:0.9985016584396362, recall:0.993982195854187, precision:0.9935603141784668
loss:0.0068890968685082045, accuracy:0.9973445534706116, recall:0.9889183640480042, precision:0.9887612462043762
loss:0.005237147345069388, accuracy:0.9982423186302185, recall:0.9926482439041138, precision:0.9915915727615356
loss:0.006863396867220217, accuracy:0.997699499130249, recall:0.9915356040000916, precision:0.9886950254440308
loss:0.007097664169241398, accuracy:0.9971728324890137, recall:0.9878849387168884, precision:0.9871821999549866
loss:0.006395820884054046, accuracy:0.9978218674659729, recall:0.9907638430595398, precision:0.989945113658905
loss:0.006055374713250785, accuracy:0.9977198839187622, recall:0.9900478720664978, precision:0.9900714159011841
loss:0.004199792866929783, accuracy:0.9982848167419434, recall:0.9927624464035034, precision:0.9923027753829956
loss:0.005313835085062237, accuracy:0.9978957176208496, recall:0.9900162816047668, precision:0.991626501083374
loss:0.007067246737478854, accuracy:0.9976219534873962, recall:0.9894850850105286, precision:0.990475594997406
loss:0.004870444782545747, accuracy:0.9982773661613464, recall:0.9916129112243652, precision:0.9924838542938232
loss:0.0062960120370917135, accuracy:0.9980430603027344, recall:0.9912596940994263, precision:0.9914953112602234
loss:0.006298673942383175, accuracy:0.9978717565536499, recall:0.9916742444038391, precision:0.9908069968223572
loss:0.004418349094453333, accuracy:0.9983903765678406, recall:0.993144154548645, precision:0.9927865862846375
loss:0.006220713705843082, accuracy:0.9974223375320435, recall:0.9886115193367004, precision:0.9893311262130737
loss:0.0055669280904612605, accuracy:0.9979734420776367, recall:0.9912219643592834, precision:0.9911812543869019
loss:0.0045143493079558535, accuracy:0.9983723759651184, recall:0.9925826787948608, precision:0.9923534989356995
loss:0.005283304499157566, accuracy:0.998126745223999, recall:0.9913109540939331, precision:0.9915616512298584
loss:0.005224555587992654, accuracy:0.998185932636261, recall:0.9916660785675049, precision:0.9932706952095032
loss:0.0051661463001164525, accuracy:0.9978081583976746, recall:0.9903192520141602, precision:0.990363597869873
loss:0.005922242588385415, accuracy:0.9979529976844788, recall:0.9916254878044128, precision:0.9902667999267578
loss:0.007960652160172686, accuracy:0.996972382068634, recall:0.9851499199867249, precision:0.9867380857467651
loss:0.00612900685427121, accuracy:0.9981173276901245, recall:0.9928467273712158, precision:0.9913715720176697
loss:0.005877900861869421, accuracy:0.9980078935623169, recall:0.9907354712486267, precision:0.9896457195281982
loss:0.006879987087650079, accuracy:0.9973468780517578, recall:0.988460898399353, precision:0.9877846240997314
loss:0.005518694119245993, accuracy:0.9980639219284058, recall:0.9923108220100403, precision:0.9897507429122925
loss:0.0057067010823266175, accuracy:0.9981300234794617, recall:0.9920417666435242, precision:0.9910303354263306
loss:0.00692385699820079, accuracy:0.9975202083587646, recall:0.9908496141433716, precision:0.9880278706550598
loss:0.0052446627662720855, accuracy:0.998300313949585, recall:0.9923221468925476, precision:0.9926148056983948
loss:0.006257023705866231, accuracy:0.9975863695144653, recall:0.9907398223876953, precision:0.9890841245651245
loss:0.006341756702895509, accuracy:0.9976699352264404, recall:0.9904381632804871, precision:0.989791750907898
loss:0.0066635153327843, accuracy:0.9978246092796326, recall:0.9904470443725586, precision:0.9899947643280029
loss:0.0045578703451246835, accuracy:0.9985479712486267, recall:0.9941278696060181, precision:0.9937229752540588
loss:0.0066745014446860295, accuracy:0.9980273246765137, recall:0.9910297989845276, precision:0.9921783804893494
loss:0.008711569889746897, accuracy:0.9969752430915833, recall:0.9877587556838989, precision:0.9861794114112854
loss:0.005662278716399669, accuracy:0.9980408549308777, recall:0.9909600019454956, precision:0.9919180274009705
loss:0.004648018535608572, accuracy:0.9983652830123901, recall:0.9922835230827332, precision:0.9935075044631958
loss:0.006866087686476021, accuracy:0.9975077509880066, recall:0.9884774088859558, precision:0.9889115691184998
loss:0.006643992593872099, accuracy:0.9976562857627869, recall:0.9905824661254883, precision:0.9894099831581116
loss:0.005969667330391531, accuracy:0.9980888962745667, recall:0.9925503134727478, precision:0.9915052056312561
loss:0.006962306029672618, accuracy:0.9971065521240234, recall:0.987664520740509, precision:0.9875915050506592
loss:0.006938234163408196, accuracy:0.9979241490364075, recall:0.991074800491333, precision:0.990565836429596
loss:0.006361224851793849, accuracy:0.9978695511817932, recall:0.9904876351356506, precision:0.9908130168914795
loss:0.006282242401121039, accuracy:0.9981120228767395, recall:0.9916545748710632, precision:0.9917343854904175
loss:0.006007956369094245, accuracy:0.9979540109634399, recall:0.99131178855896, precision:0.9910436272621155
loss:0.006299873470943566, accuracy:0.9977008104324341, recall:0.9894418716430664, precision:0.9900231957435608
loss:0.004795793841967679, accuracy:0.9985824227333069, recall:0.9939823746681213, precision:0.9935276508331299
loss:0.0077381337070528385, accuracy:0.9973573684692383, recall:0.9880525469779968, precision:0.9881813526153564
loss:0.006420451977646735, accuracy:0.9977257251739502, recall:0.9897523522377014, precision:0.9903015494346619
loss:0.006767053271050827, accuracy:0.9977397918701172, recall:0.9897691011428833, precision:0.9895393252372742
loss:0.005266803793592772, accuracy:0.9984448552131653, recall:0.9921773076057434, precision:0.9931938648223877
loss:0.005161983843563576, accuracy:0.9980621933937073, recall:0.9924624562263489, precision:0.9907421469688416
loss:0.005947878690976722, accuracy:0.9980834126472473, recall:0.9915093779563904, precision:0.9914469718933105
loss:0.006629919492861518, accuracy:0.9977115988731384, recall:0.9900674819946289, precision:0.989312469959259
loss:0.007349301187623496, accuracy:0.9972418546676636, recall:0.987915575504303, precision:0.9886817932128906
loss:0.0065880980357178485, accuracy:0.997715413570404, recall:0.9907384514808655, precision:0.9898080825805664
loss:0.006894400307946853, accuracy:0.9975324869155884, recall:0.9882329106330872, precision:0.9888456463813782
loss:0.005698340820872545, accuracy:0.9983618855476379, recall:0.993270754814148, precision:0.9923489093780518
loss:0.0063749235865725494, accuracy:0.998117983341217, recall:0.9923714399337769, precision:0.9917576909065247
loss:0.004996389356638247, accuracy:0.9982004165649414, recall:0.9922835230827332, precision:0.9918613433837891
loss:0.004436392228226396, accuracy:0.9983541369438171, recall:0.9917657375335693, precision:0.9931284189224243
loss:0.0064386797016595665, accuracy:0.9978547692298889, recall:0.9906670451164246, precision:0.9900807738304138
loss:0.005881376671550242, accuracy:0.9978622198104858, recall:0.9902793765068054, precision:0.9912091493606567
loss:0.007144393015951209, accuracy:0.9974686503410339, recall:0.9902923107147217, precision:0.9878789782524109
loss:0.0057532786149931785, accuracy:0.9980123043060303, recall:0.9920822978019714, precision:0.9911651611328125
loss:0.00553854091896028, accuracy:0.9978365898132324, recall:0.989980161190033, precision:0.9912851452827454
loss:0.005444818693722482, accuracy:0.9982481002807617, recall:0.9919031262397766, precision:0.9929055571556091
loss:0.006449845433503469, accuracy:0.9979434013366699, recall:0.9915084838867188, precision:0.9911710023880005
loss:0.005232033517486343, accuracy:0.998012900352478, recall:0.9901459813117981, precision:0.9927235841751099
loss:0.004584678870355674, accuracy:0.9980025887489319, recall:0.9910902976989746, precision:0.9917492270469666
loss:0.006089440299717808, accuracy:0.9977118968963623, recall:0.9891077876091003, precision:0.9910117983818054
loss:0.007040635371649842, accuracy:0.9978418350219727, recall:0.9905683398246765, precision:0.9904970526695251
loss:0.004011325790711453, accuracy:0.9985916614532471, recall:0.9939385652542114, precision:0.9939408898353577
loss:0.006473291523097942, accuracy:0.9975934624671936, recall:0.9887324571609497, precision:0.990833044052124
loss:0.005192889393815676, accuracy:0.998305082321167, recall:0.9923952221870422, precision:0.9931581020355225
loss:0.006756802718646213, accuracy:0.9979041814804077, recall:0.9906935095787048, precision:0.9905279874801636
loss:0.005879255982026734, accuracy:0.9979149699211121, recall:0.9915246367454529, precision:0.9899930953979492
loss:0.005904286009026692, accuracy:0.9979472756385803, recall:0.9922637939453125, precision:0.990777313709259
loss:0.005469368244685029, accuracy:0.9979531168937683, recall:0.9917352795600891, precision:0.9911826848983765
loss:0.006665483630085873, accuracy:0.9975442290306091, recall:0.9891271591186523, precision:0.9891165494918823
loss:0.005698094643612421, accuracy:0.9980127215385437, recall:0.992216169834137, precision:0.9896913170814514
loss:0.006017979868911425, accuracy:0.9979267716407776, recall:0.9909745454788208, precision:0.9909985065460205
loss:0.005750298927705444, accuracy:0.9978402256965637, recall:0.9902123212814331, precision:0.9891424179077148
loss:0.008455734436802231, accuracy:0.9970798492431641, recall:0.9874628186225891, precision:0.9864352941513062
loss:0.005595684617064762, accuracy:0.9979534149169922, recall:0.9916111826896667, precision:0.9912002086639404
loss:0.005719785166493238, accuracy:0.997920036315918, recall:0.9910498857498169, precision:0.9901657700538635
loss:0.0050548759932371465, accuracy:0.9983897805213928, recall:0.9936645030975342, precision:0.9919620156288147
loss:0.005063596779154978, accuracy:0.9982128739356995, recall:0.9918774962425232, precision:0.9913883805274963
loss:0.007214038643332969, accuracy:0.9976257085800171, recall:0.9903588891029358, precision:0.9886481165885925
loss:0.007378555805803444, accuracy:0.9977722764015198, recall:0.991638720035553, precision:0.98963463306427
loss:0.006918311579465808, accuracy:0.9975782036781311, recall:0.9885724186897278, precision:0.9893659949302673
loss:0.006837169317113876, accuracy:0.9974461197853088, recall:0.988875687122345, precision:0.9870854020118713
